1	-0.0478059	0.00270584	-0.0761665
1	0.0679043	-0.0724317	-0.0088939
1	0.0550507	0.0681919	0.00615779
1	-0.00737145	0.022336	0.0120648
1	0.0521321	0.0663606	0.00580959
1	-0.029028	-0.00240807	0.0677618
1	-0.0333847	-0.00360794	0.0684082
1	-0.042036	0.00425465	-0.0475114
1	-0.0491739	0.0011772	-0.0866495
1	0.0698065	-0.0499362	-0.0112438
1	0.0589117	0.106994	-0.000365663
1	-0.034072	-0.00353587	0.0712254
1	-0.0486567	0.00103213	-0.0843515
1	-0.0036564	0.0299293	0.00972364
1	0.0629338	-0.071689	-0.0164105
1	0.0612825	0.0979704	-0.00591545
1	-0.0438908	-0.00306182	0.00851394
1	-0.0360477	-0.00425697	0.0763424
1	-0.0353576	-0.00473992	0.0763375
1	-0.0373646	-0.00511399	0.0832593
1	-0.0362089	-0.00619873	0.0831446
1	-0.0374426	-0.00515865	0.0834609
1	-0.0348371	-0.00296202	0.0791849
1	0.0654856	-0.0650092	-0.0107394
1	-0.0498647	0.000863504	-0.0898648
1	-0.0475211	0.00174938	-0.0707402
1	0.0624768	0.111336	-0.00147578
1	0.0645159	-0.0401292	-0.00915296
1	0.067369	-0.0398125	-0.011792
1	0.0656763	0.0522715	-0.005774
1	-0.0345773	-0.00135788	0.0159391
1	-0.0238163	0.0174921	-0.0113099
1	0.0650946	-0.0767503	-0.00770687
1	0.0621608	0.0920863	-0.000911599
1	-0.0104725	0.0224453	0.0110266
1	-0.0369357	-0.00536949	0.0821665
1	0.0633375	0.108058	-0.00314286
1	0.0645362	0.112582	-0.00465699
1	-0.048433	0.00149292	-0.081738
1	-0.00401399	0.0294055	0.00965677
1	-0.0339323	0.00637208	-0.0262394
1	-0.0490554	0.00123056	-0.080622
1	0.0666014	-0.0725502	-0.0104491
1	0.0610385	0.0990403	-0.00580192
1	-0.0343593	-0.00314389	0.0543339
1	-0.0412869	-0.00292636	-0.0147657
1	0.0669625	-0.0730075	-0.0106606
1	-0.049023	0.00056374	-0.0837657
1	-0.0374535	-0.00524065	0.0836067
1	0.0616064	-0.0589642	-0.0113806
1	-0.0460761	0.00141502	-0.0696665
